,image_names,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63
1516,BRACS_1810_FEA_12,0.87493014,1.8754424,2.4953413,2.9024858,1.5596642,0.37387484,3.9894695,0.059041075,2.1583357,0.14298925,1.5125744,0.34030265,2.3852923,0.2253241,0.06993281,0.17975678,3.1293218,0.041157078,0.5588408,2.6282272,0.1253941,1.0132481,0.05161284,0.7655765,2.6528265,0.61558527,1.528191,0.57633716,1.2167792,0.76351345,2.3448145,0.98832726,0.51650304,2.5832136,0.7146929,3.267749,1.8789941,0.7004247,0.12550035,1.3894411,0.5417761,0.02883984,0.19770832,2.2130082,0.6168383,0.76646,0.48389435,1.1219778,0.9626461,3.5198693,0.48448575,0.04578377,1.5083239,0.16726056,0.3255341,0.7326719,0.36626682,2.3522491,0.04468964,0.8839804,0.8264467,0.044569246,0.023827713,1.0393513
1517,BRACS_1810_FEA_14,0.22967711,1.1737092,1.6954058,2.2982888,1.8949081,0.2827353,3.4351108,0.37401593,1.6262664,0.09209381,1.3651725,0.24685703,1.8389481,0.8588846,0.027076814,0.54686487,2.921041,0.10806836,0.8562769,2.1022131,0.44025168,1.5116678,0.06692678,0.28131297,1.8614877,0.7502671,1.7298418,0.9255763,0.6921787,0.18493125,1.590222,0.7644671,0.9102717,2.408121,0.33291104,3.0987902,2.400751,1.392041,0.05858954,1.2799797,0.17207962,0.16189286,0.09181194,1.5672708,0.18470635,0.8574821,0.8833859,0.51535255,1.6595383,2.8171065,1.0244482,0.077509485,1.2552946,0.9032853,0.7282867,0.36711615,0.6427325,1.5665314,0.36079615,0.27210695,1.057068,-0.014272392,0.17745627,0.653369
1518,BRACS_1810_FEA_15,0.73835075,1.7024189,4.028299,4.10099,0.46861133,0.017844813,5.5431724,-0.03253526,3.2032619,0.0136242015,1.5849612,0.61918503,3.5939338,-0.025276188,-0.0035010497,0.3636861,3.8561244,-0.019619225,1.4564108,3.170918,0.10428325,0.95232147,-0.023235586,0.0021376186,3.208168,0.6835489,1.0475832,1.6377504,0.75037014,0.043129705,2.8170764,0.7046316,0.3598814,2.664782,0.26604682,5.424706,2.5050716,0.7665836,0.08446671,0.956406,0.105117224,-0.015924135,-0.016596656,3.3169467,0.22778796,0.10184582,0.8550568,0.4122457,1.8858006,4.893703,1.4721931,0.30575895,1.940358,0.0054548825,0.8131119,0.44614658,1.1574751,2.6987722,0.110623874,1.0481224,1.3910941,-0.026417304,-0.014838238,0.39890203
1519,BRACS_1810_FEA_17,0.31593934,0.9475687,2.6490543,2.157054,0.9264016,0.28230315,3.8086967,0.0527188,1.8550243,0.13409728,0.74135077,0.49531078,2.2775865,0.20920186,0.025474811,0.09095008,2.5354419,0.068434656,1.1292694,2.0961049,0.3219308,0.8038219,0.06316264,0.2546749,2.020937,0.6033336,0.91538703,1.338011,0.9521508,0.19398636,1.72798,0.56762177,0.5408081,2.0184824,0.2881691,3.5189273,1.4588535,0.68698794,0.21946588,0.8719589,0.1403941,0.13801153,0.009344746,2.1804252,0.1769034,0.66611874,1.0552185,0.9122351,1.4162414,3.069152,0.889747,0.031959824,1.0464714,0.22277653,0.941075,0.25789073,0.7725755,1.8194011,0.009591402,0.26284736,1.7815796,-0.0062963357,0.0726987,0.52169377
1520,BRACS_1810_FEA_18,0.6640423,1.3002051,4.705769,3.677077,0.3028789,0.19025923,5.3350835,-0.033104483,2.9090493,0.017867466,1.7488185,1.9164268,3.5769606,-0.028636612,0.009094334,0.36414158,3.5702717,-0.018374898,2.7458096,3.4302034,0.21477318,0.57161623,-0.024094507,0.09162965,2.9499722,0.94759035,0.74715734,1.9828764,1.7493614,0.27652666,3.200136,1.0532163,0.18572332,2.434568,0.55477005,5.7295766,2.1231415,0.94883585,0.31717998,1.5509404,0.28119773,-0.012005524,0.010264189,3.2543132,1.3271791,-0.006773276,1.8005415,1.0974303,2.4179657,5.2036276,1.7446116,0.059241656,1.3816534,-0.02442687,0.3675913,0.36249486,1.5810119,2.6831548,0.005478957,0.7345588,2.321048,-0.033430632,-0.021194754,0.3297193
1521,BRACS_1810_FEA_2,1.214741,1.4321102,4.1887603,3.6193764,0.7630556,1.0075706,5.7475305,0.68701947,3.895746,0.076568656,1.4465798,1.0305852,4.255337,0.11155116,0.008836125,-0.0108862985,2.6103742,-0.023715617,1.1098411,3.2844548,0.189967,0.46057686,-0.027062222,-0.040874146,3.4538517,0.8174411,1.3758785,1.1787045,1.1284128,0.16478853,2.7007167,0.46147913,1.1640179,2.5611556,0.14561294,6.426708,1.8745898,0.8254951,1.0060368,0.7602728,0.112998985,-0.019660572,-0.0031339077,4.42372,0.14146689,0.2837159,0.99546516,0.5030371,0.81149566,5.2162313,1.90769,0.12167166,2.7219183,0.46833077,1.238594,0.4694855,0.42264292,2.8150125,0.0003153823,1.1117752,2.5593648,-0.029341677,0.4352195,0.581956
1522,BRACS_1810_FEA_23,1.4578767,2.1800978,3.966842,4.1689076,1.548799,0.41977203,5.8969145,0.007404627,3.1287525,0.06198587,1.0094256,0.18432991,3.6710598,0.0033076515,0.07310233,0.006197408,3.2620575,-0.012585601,0.30336568,3.036845,0.091087915,0.6186944,-0.021752015,-0.019930681,3.8977296,0.4470347,2.0115213,0.5080908,0.1006032,-0.017958075,2.3606048,0.20705783,0.5776039,2.9177399,-0.002470832,4.7443924,1.5371398,0.11282899,0.088365704,0.82211816,-0.008670041,0.0030056457,-0.013073941,3.874653,0.0015820857,0.26034027,0.16267647,0.01294436,0.37897635,4.6459165,0.4596304,0.0057802703,2.8516636,0.030106977,0.4783513,1.0876945,0.1795479,2.9389052,-0.014621448,1.8055288,1.1313791,-0.020146767,0.052707527,0.63312215
1523,BRACS_1810_FEA_24,0.78912973,1.9860559,2.9489968,3.2098923,1.7921929,0.48686138,4.6182647,0.06913766,2.4039946,0.06652659,1.4149157,0.2772366,2.8362918,0.21136929,0.03748521,0.19322358,3.690651,0.016699005,0.6357424,2.5335534,0.049023554,1.1591597,0.040994518,0.30327412,2.8524632,0.647456,1.6070704,0.8600308,0.74871093,0.13502905,2.4561722,0.6319858,0.7078714,2.8780546,0.33065885,3.8727434,2.2913532,0.817309,0.091058865,1.3754,0.120753154,0.046812467,0.01604602,2.2339618,0.14704397,0.5886953,0.72334987,0.6923927,1.2653313,4.04259,0.45276132,0.13019913,1.5188193,0.097011425,0.6389211,0.75652736,0.52216685,2.3599443,0.017605746,0.9390481,0.95627147,-0.011039108,0.04601001,0.7712293
1524,BRACS_1810_FEA_25,1.2522374,2.209393,2.5257506,2.0849674,0.954905,0.3087783,3.5019794,-0.019202903,2.0533855,0.12347163,1.1680746,0.35451916,2.8166013,0.085739024,0.10766625,0.15542652,2.3365426,0.022839883,0.21728054,2.607557,0.07308883,0.7535184,-0.0070186094,0.5707251,2.833311,0.19410202,1.0884396,0.48770308,0.98495346,0.47649702,2.0634062,0.6688107,0.3533196,1.9975272,0.2979007,2.9446864,1.4822835,0.33985683,0.228259,1.5663283,0.36068973,0.091982886,0.1412784,1.8790572,0.40628287,0.49082285,0.28489503,0.83223164,0.6885396,3.2706046,0.16104512,0.06990758,1.38253,-0.02133815,0.3633193,0.79233086,0.18736032,2.111278,-0.020557597,1.3184302,0.44376332,0.3209029,-0.0023739573,0.9163456
1525,BRACS_1810_FEA_26,1.2226859,2.3478725,2.5882924,3.6177013,2.4942482,0.56206125,4.90191,0.092815936,2.3414865,0.24087141,1.5642148,0.2700526,3.0700727,0.28792524,0.055058066,0.22404023,3.6673734,0.20086665,0.16455933,3.0693786,0.012230673,1.4681735,0.1771344,0.6169604,3.4115353,0.55103457,2.0238318,1.0212334,0.87772876,0.33899003,2.4787562,0.5644518,1.0300016,3.3530111,0.42256072,3.7948818,2.5610628,1.0355451,0.00986139,1.6240659,0.13955995,0.32670563,0.008813558,2.40417,0.0999984,0.9282005,0.18177588,0.75210875,1.0410975,4.2246046,0.18710762,0.015224722,1.4960665,0.11486909,0.926945,1.2441208,0.42644382,2.4678886,0.01927392,1.2528698,0.93618375,-0.012745076,0.21649922,1.0426168
1526,BRACS_1810_FEA_27,0.659195,1.5552605,1.8732827,2.5772097,1.7051989,0.5583047,3.670862,0.05672752,1.9757581,0.23889586,1.3746623,0.3701734,2.226831,0.31925583,0.07406811,0.22151245,2.7556014,0.16507679,0.6318352,2.160446,0.29062656,1.313755,0.12058378,0.23065811,2.2880754,0.647696,1.7464576,0.7707733,0.47246918,0.1429219,1.5878761,0.7131318,0.8291318,2.5602255,0.3331947,3.1418548,2.1691694,0.98076713,0.22628823,1.1725291,0.1516402,0.25123835,0.123337746,2.0176055,0.32237098,0.45721662,0.68031156,0.6131749,1.2442373,3.2048397,0.67210275,0.08384508,1.4215904,0.28140748,0.6974496,0.66036487,0.43788126,1.7379708,0.011765367,0.6908362,0.79114187,-0.0010184954,0.119895644,0.4973884
1527,BRACS_1810_FEA_29,1.1718514,2.580545,3.8518794,3.0699124,0.1551609,0.39939627,5.305913,-0.0321004,3.3105395,0.055522386,2.2320962,0.48057175,3.530542,0.061759368,0.036955565,0.06270746,3.6272826,-0.017177489,0.43852872,3.212702,0.013411988,1.0367545,-0.00969078,0.64392793,3.6309063,0.027944783,0.8334258,0.74551666,0.89805317,0.46508297,3.530183,1.6446521,0.32919586,2.6682494,0.5655161,4.3796916,1.8790361,0.27177355,0.3928959,1.7019976,0.7054975,0.0696231,0.22431517,3.2693977,0.99975497,0.31890094,0.64934057,0.83414704,1.1335893,4.5564017,0.3633834,0.21375608,2.4439569,-0.029845066,0.5443076,0.655886,0.42222705,3.0008645,-0.02247686,1.7239534,0.7406259,0.0042789127,-0.0067793312,0.7260704
1528,BRACS_1810_FEA_3,0.5834851,1.2997829,3.1777496,3.2981145,1.6268955,0.3738222,5.2372212,0.009079973,2.311248,0.015200686,0.9214621,0.31818134,3.1097987,0.02686824,0.21532606,0.08586226,2.5903437,0.018195262,0.41328487,2.8390577,0.13558732,1.0553982,-0.011128624,0.05330008,2.7766638,0.50087875,1.653408,1.0338478,0.17109565,0.010388852,1.7732905,0.24941967,0.7309219,2.8122966,0.031117955,4.5209103,1.9031502,0.61231965,0.11106417,0.8162071,0.004203544,0.11474074,-0.011386649,3.222432,-0.0051895245,0.3852152,0.4935311,0.10463954,1.1458563,3.8359766,0.58597,0.106995225,2.0742953,0.14135742,0.9166582,0.6833708,0.43062696,2.3102384,-0.0046338225,0.95423776,1.441176,-0.019868871,0.04299444,0.5770928
1529,BRACS_1810_FEA_30,1.4655279,2.348175,3.5024216,4.4491673,2.4500947,0.55347025,5.9101167,0.011360522,3.0441058,0.005259525,1.2683331,0.031108582,3.7165358,-0.004686959,0.031788763,0.08878314,3.4902818,0.011195152,0.058523845,3.3414702,-0.008464041,1.2622582,-0.002297014,-0.0042516207,3.7438738,0.63320214,2.546398,0.6368948,0.103093706,-0.017084574,2.4792619,0.15474641,1.0423558,3.7002523,0.044250887,4.8115673,2.7281358,0.49465764,-0.012189587,1.1096699,-0.013801753,0.11588263,-0.014448941,3.8075018,-0.012024319,0.21286163,0.12401895,0.0670718,0.59043264,5.0409627,0.21179813,0.17462243,2.444364,0.005011459,0.6571822,1.4999421,0.15462074,2.9025996,0.03433056,1.8427833,0.8752024,-0.019107765,0.0113367075,0.7812901
1530,BRACS_1810_FEA_33,0.56007415,1.7618818,3.9209793,3.0161316,0.6966262,0.08978215,5.4840813,-0.025982663,2.9698937,0.033580095,1.3510995,0.689826,3.0157673,-0.017179862,-0.009059039,-0.0073957434,3.5315433,-0.011012491,1.156474,3.1515834,0.2744968,0.7610134,-0.01438703,0.19444934,3.140435,0.6068661,0.80412203,1.2367502,1.0611213,0.0671776,2.7009916,0.8663303,0.19475906,2.6708589,0.40118638,4.658632,1.3264605,0.34053937,0.2398384,1.2628955,0.11708818,-0.008770934,-0.0078001153,2.9776528,0.48522675,0.3180889,0.87056357,1.0932901,1.3211976,4.3152905,0.6109466,0.0048669605,1.5800236,-0.025110805,0.4736648,0.5162667,0.75101274,2.7396123,-0.013715162,0.7605665,1.7698749,-0.023159146,-0.012019688,0.77515924
1531,BRACS_1810_FEA_34,1.6143888,2.442813,3.99773,4.2870607,1.6728259,0.49202955,6.388637,-0.021953648,3.8010752,0.07074117,2.0015128,0.2705708,4.0535846,-0.008362177,0.12718764,0.108471334,3.947726,-0.019647164,0.36477184,3.2662973,0.08393946,1.120481,-0.027109927,0.027712228,3.8008204,0.55405897,2.3970017,0.22135802,0.4554002,0.022370612,2.9081821,0.5439052,0.5136171,3.6619484,0.1686516,5.4203796,2.6895294,0.112398565,0.16826434,1.0861348,0.07961125,-0.009147289,0.030245736,3.8914995,0.3120031,0.023893476,0.38759577,0.36329493,0.84522706,5.4118156,0.64115006,-0.017103191,2.8649628,-0.011521692,0.07153877,1.1023761,0.16079482,3.052209,-0.018997546,1.9577523,0.5973245,-0.009484942,-0.0013070842,0.4467257
1532,BRACS_1810_FEA_35,1.9361782,3.148655,4.075637,3.957622,1.2026582,0.32848626,6.5231934,-0.020063495,3.647808,0.07261653,2.2994256,0.27176836,3.9906812,0.033134975,0.07650442,0.060718227,4.146991,0.04444549,0.15828866,3.619721,0.061084837,1.2406689,-0.018469019,0.19481112,4.1617546,0.10150592,1.8833158,0.42629147,0.6824154,0.20741376,3.535438,1.0153666,0.53201044,3.744924,0.27549884,5.0260386,2.6311104,0.31289616,0.15534492,1.6812656,0.29228014,0.21548298,0.13333128,3.7668808,0.3787333,0.057808258,0.35883906,0.2843323,0.7406021,5.4039598,0.15878966,0.13183768,2.4539063,-0.024518574,0.41799912,1.3459646,0.1479527,3.2559686,-0.006220753,2.256036,0.38138884,0.07806778,-0.0076308027,0.7718724
1533,BRACS_1810_FEA_38,0.8739467,1.39406,2.2847939,2.0260944,1.0951043,0.3286322,2.9195507,0.14221297,1.3362409,0.08115664,0.58372146,0.191969,2.083796,0.29399014,0.031988796,0.16777326,2.389044,0.031852227,0.40357527,1.9073435,0.0061317887,0.5451479,0.058634818,0.8468669,2.1383982,0.48124856,0.918807,0.7302009,1.1783335,0.6321308,1.7932754,0.49370342,0.51515263,1.8166488,0.59499204,2.454711,1.255483,0.49300045,0.21014938,1.129619,0.27683115,0.045816783,0.07504752,1.5833168,0.2816399,1.2947978,0.3389319,1.2644931,0.5752855,2.54619,0.2909697,0.017654814,0.9367143,0.10946,0.6642958,0.5285826,0.39366153,1.9566551,0.028420964,0.67812574,1.2323636,0.059644178,0.154526,0.8649359
1534,BRACS_1810_FEA_39,0.8419632,1.8797977,2.5331435,2.8421378,1.4771581,0.8912294,3.7953367,0.14696571,2.0081732,0.4903867,1.0050143,0.5912368,2.744223,0.1266113,0.0624735,0.05110336,2.9459345,0.011712904,0.526303,2.165037,0.18479279,0.73538744,0.055693544,0.72825605,2.620262,0.689679,1.1827747,0.8659187,0.54987234,0.07057363,2.0805376,0.6295358,0.6834827,2.282803,0.6047175,2.8707418,1.3808025,0.64579815,0.66070986,1.1848922,0.19224887,0.042584386,0.21097228,1.941489,0.44974613,0.7963047,0.622266,0.67047477,0.7299277,3.042991,0.32713345,0.30568117,1.3331598,0.07973472,0.6290322,0.6814453,0.37984267,2.0616577,0.0203472,0.977194,1.0491806,-0.012494798,0.09015529,0.92824507
1535,BRACS_1810_FEA_42,0.9411116,2.296867,3.2889924,3.3033109,0.747554,0.18657696,4.9602685,0.06786077,2.598833,0.08902633,1.7070533,0.43473756,3.1413794,0.025560567,0.010413346,0.22768681,3.6677728,-0.013623597,0.46316704,3.1396906,0.049446613,1.1540618,-0.014448362,0.5419702,3.5682328,0.11938611,1.1098937,0.83556116,0.8397023,0.29672885,2.9631038,1.1358505,0.2207248,2.8900735,0.520631,4.093729,2.0359368,0.48080826,0.15106697,1.5289901,0.21392342,0.0011868747,0.018323395,2.683287,0.30067798,0.24285074,0.5708192,0.68332464,1.3045362,4.1451406,0.5575992,0.09254036,1.9739689,0.004455948,0.6055433,0.73166436,0.56460935,2.7323444,-0.017063819,1.2347673,0.6100296,-0.0015176102,0.047012936,0.79835516
1536,BRACS_1810_FEA_43,1.1790044,1.9134724,4.8437147,3.5829868,0.6111468,0.37515017,6.3332877,-0.029788453,3.2810307,-0.003128357,1.4306147,1.2976778,3.9714596,-0.0206106,0.10159906,0.034601934,3.6025376,-0.015765388,1.3176135,3.65918,0.07675393,0.78015333,-0.027008628,0.046092235,3.7848601,0.4282069,1.1873311,1.3764838,1.0741338,0.09198446,3.5321846,0.70456856,0.23690042,3.0372658,0.47959042,5.536659,2.055663,0.36638173,0.18756059,1.4149264,0.12967911,0.008525718,-0.010370681,3.772532,0.39998835,0.025025507,1.4458282,0.9030834,1.3041836,5.407855,0.9849081,0.062713906,1.9854871,-0.020875247,0.5744552,0.7055545,1.0271617,3.1735573,-0.0017243901,1.330594,2.035869,-0.02978521,-0.009357743,0.6560832
1537,BRACS_1810_FEA_45,0.70537806,1.2930989,4.280857,2.9033008,0.8225175,0.6623393,5.6055727,0.06302311,2.9776363,0.143446,0.86175394,0.46487617,4.159632,0.13160464,0.04981626,0.092005014,2.1154537,-0.003110127,0.47987485,3.13344,0.3046279,0.7037492,-0.016424652,0.21311048,3.3634365,0.30363238,1.1858785,1.8027936,0.6861218,0.05357453,2.4776049,0.6096999,1.0779041,2.5163736,0.24864115,5.163709,1.3433046,0.20036441,0.611467,0.9114198,0.13732022,0.34198925,-0.0059616454,4.2021456,0.10976471,0.7351131,1.4255148,0.49559766,0.5461616,4.001669,0.9065503,0.35027954,2.0327387,0.09848588,1.7955565,0.36534888,0.6258463,2.3982465,-0.006283462,0.60405475,2.455821,0.020017514,0.045828436,0.61161345
1538,BRACS_1810_FEA_46,1.2510899,1.5698928,5.934772,4.123564,0.04893796,0.38146645,7.191752,-0.042805478,4.071897,0.022646178,1.410278,1.4093086,4.968102,-0.03280304,0.24581724,0.12790653,3.2821176,-0.017970929,1.2206441,3.8834338,0.21811122,0.58497566,-0.02910579,-0.009837935,4.202695,0.48115963,1.151976,2.0749447,0.67290586,-0.016317846,3.4191465,0.43031204,0.7226695,3.0935953,0.2877518,6.593889,1.4606247,0.13726205,0.33150125,0.49442837,0.11845473,0.040876925,-0.014160948,4.807177,0.10329002,0.050533347,1.4687526,0.3801235,0.764392,5.706377,1.7114215,0.32080963,2.227991,-0.035595536,1.5258712,0.36324498,1.5342906,3.1694286,-0.014046341,1.1319591,2.8341255,-0.029206315,0.007941453,0.1373859
1539,BRACS_1810_FEA_5,0.51891774,1.3131392,2.5826132,2.4419477,0.97069895,0.30950993,3.687827,0.026721917,2.1424036,0.08328097,1.1490959,0.4493434,2.3724833,0.12308131,0.033206906,0.053215574,2.594297,0.0047409665,0.7624007,2.4036093,0.10541799,0.7538379,0.0101953205,0.5116004,2.230663,0.4767173,1.0004684,0.79831785,0.83568656,0.32140172,1.935053,0.7131866,0.51912147,2.3199592,0.37567672,3.2461102,1.4825519,0.53923535,0.51610714,1.0640522,0.21769992,0.024129217,0.1015151,2.1378891,0.35969394,0.56799346,0.7856852,0.8493143,1.0917693,3.0681806,0.61865664,0.049206004,1.253013,0.025754036,0.6297256,0.38972604,0.36998948,1.9394456,0.0046299626,0.5482834,1.2939873,0.010997374,0.014180968,0.75147414
1540,BRACS_1810_FEA_50,0.87314636,1.8590117,2.8081715,3.1567044,1.5709759,0.39394942,4.334294,0.012531622,2.0289395,0.16906433,1.0524768,0.38761985,2.7426667,0.01118566,0.0398578,0.056888316,3.0860813,0.013398045,0.40303966,2.6665401,0.024404436,1.0246029,0.022838103,0.31581277,3.0187664,0.34424022,1.133872,1.2348733,0.5125315,0.08157308,2.2672772,0.6951154,0.5686461,2.6060245,0.2825578,3.3837607,1.5848722,0.63035274,0.074338034,1.2770278,0.16906215,0.077465706,0.04239036,2.1810997,0.24124157,0.6515161,0.400148,0.5551361,1.078578,3.5136952,0.20352352,0.095503636,1.4199165,-0.0013194018,0.87554324,0.9081465,0.5395541,2.2735004,0.004509717,1.0168778,1.0872964,-0.013123792,0.039661866,0.8927006
1541,BRACS_1810_FEA_51,0.6182686,1.1994033,4.3511367,3.2951605,0.65128934,0.2103351,5.812655,-0.0270834,3.137854,0.09045594,1.0265802,1.0664827,3.4829662,0.040329386,0.009957074,0.021712622,2.6024044,0.009545448,1.2407469,3.103928,0.39506763,0.5144349,-0.012801646,0.008111132,3.0228982,0.5920462,1.0743474,1.2638576,0.6290924,-0.008987811,2.0054362,0.43457398,0.43340263,2.621437,0.06683958,5.2435017,1.106382,0.116838746,0.6580668,0.6633609,0.044150688,0.008820365,-0.0028707746,4.222964,0.103324205,0.51015866,0.9647969,0.3411536,0.6888331,4.0706263,0.88914174,0.0038184628,2.1084485,0.05053307,0.9892248,0.40263176,0.5174156,2.736331,-0.011897898,0.76169246,2.6211812,-0.024277598,-0.0036358961,0.5315601
1542,BRACS_1810_FEA_52,0.75159943,2.1515346,2.4368007,2.1508753,0.8478658,0.40239125,3.2382135,0.07643933,1.3173628,0.36702046,1.1635343,0.6966967,2.1420565,0.084525555,0.084088996,0.039672736,3.3168483,0.08710637,0.7998341,2.3338406,0.07877647,0.81471527,0.1834636,1.6242212,2.584193,0.27325723,0.4147524,1.2318887,1.9870689,1.1054258,2.4410162,1.4179285,0.19836815,2.0733912,1.3517425,2.2310598,1.0345913,0.7021215,0.21248105,1.9674277,0.69371027,0.103873305,0.14796706,1.21029,0.69145,1.5870142,0.6967967,2.0893612,1.2639451,2.606228,0.27726656,0.1997782,0.7754869,0.019969704,0.8565355,0.3794825,0.648859,2.3931086,-0.010537971,0.48814225,1.0820638,0.072815746,0.09804323,1.3321418
1543,BRACS_1810_FEA_53,1.6121837,2.259411,3.9647875,4.4423146,1.488072,0.46048263,5.741415,-0.016234884,3.1639044,0.011967921,1.110113,0.07368279,3.5879993,-6.3700754e-05,0.04140734,0.054244608,3.5046723,-0.014601559,0.19512261,2.8847387,0.06324527,0.6342233,-0.020956213,-0.012469139,4.068909,0.37981018,2.0422518,0.2779517,0.026640788,-0.017945101,2.5645108,0.07894977,0.45775703,2.9568834,-0.004112636,4.421909,1.5841074,0.052860405,0.041394114,0.71347374,-0.009038067,0.01793001,-0.01386067,3.93213,-0.009741995,0.10573021,0.048176352,0.0002789013,0.2776268,4.768238,0.38166523,0.05591898,2.9635427,-0.008602937,0.35164788,1.2785102,0.13266289,3.0918024,-0.0009667625,2.1506143,0.80853826,-0.016323721,0.013640831,0.5986613
1544,BRACS_1810_FEA_54,0.86669725,2.1041842,2.0890129,2.4279616,1.5319989,0.35018656,3.6693363,0.092820734,1.9312081,0.19554266,1.7914406,0.24684826,2.1407287,0.31226644,0.09205861,0.19564086,3.343038,0.1881973,0.5762272,2.511127,0.11442708,1.2414151,0.15880492,0.8162322,2.4687333,0.38183925,1.4964468,0.47128898,1.4719338,0.80757153,2.4214733,1.165343,0.52342516,2.6043427,0.77071965,2.8468862,2.06712,0.88255006,0.03535775,1.7705442,0.5280353,0.20048283,0.20572762,1.6236751,0.6131701,0.82799715,0.45466882,1.0918113,1.1905725,3.1038532,0.44614488,0.03157851,1.1735656,0.1643724,0.46234927,0.7236523,0.31530225,2.1626256,0.05572219,0.7639215,0.6316481,0.056951318,0.13112131,1.1321399
1545,BRACS_1810_FEA_55,1.049561,2.1241958,2.5520303,3.3395987,2.231895,0.67081064,4.4466877,0.11781413,2.3396926,0.12027418,1.4694374,0.19175085,2.7673802,0.3902958,0.04323508,0.24066249,3.441734,0.06992848,0.2981458,2.679987,0.16186266,1.2510378,0.07120412,0.3160251,3.0193205,0.6091005,1.9690973,0.65648866,0.59764683,0.14164566,2.2790883,0.5303002,0.8981591,3.1187813,0.33613604,3.438797,2.3485508,0.85784334,0.06885015,1.5215498,0.1436065,0.1150585,0.033068486,2.2690744,0.17553738,0.7142921,0.31120756,0.52930605,0.94915825,3.8982918,0.29014778,0.021970319,1.560514,0.12605448,0.596496,1.0591588,0.21588267,2.3592958,0.026064008,1.1437749,0.8766006,0.008395058,0.10769284,0.8967537
1546,BRACS_1810_FEA_57,0.47769532,1.4267095,1.5831771,2.1302464,1.703409,0.3952937,2.8718657,0.38770404,1.3014926,0.19204849,1.1093684,0.41032398,1.7123777,0.6930025,0.08016245,0.32697394,2.7621582,0.14151902,0.62903506,1.9211633,0.4190156,1.12705,0.15914272,0.7702292,1.9785085,0.5300499,1.2697035,1.020309,1.0010012,0.49315622,1.6713877,0.8039388,0.6857587,2.126759,0.61262095,2.231283,1.7445335,1.1253055,0.12925433,1.4415243,0.31408525,0.20504862,0.12275363,1.1473218,0.32081577,1.4076654,0.61368227,1.0442219,1.2194848,2.3879135,0.6681557,0.08766467,0.9460744,0.60396796,0.78811127,0.44678232,0.5570675,1.7574823,0.20236887,0.38644832,1.1204416,0.026502574,0.2656454,0.9459629
1547,BRACS_1810_FEA_58,0.887609,2.011203,2.7805336,3.3212376,1.9293913,0.41516218,4.7018766,-0.0002645675,2.3721771,0.04076446,1.4705595,0.2304362,2.8505757,0.09155301,-0.001768946,0.13062683,3.595684,-0.0049122237,0.46076882,2.8273277,0.050126385,1.2920777,-0.011485511,0.34080526,2.8885643,0.56634426,1.6703761,0.7491658,0.7118798,0.27783906,2.3427274,0.66399556,0.6775603,3.1109865,0.32408524,3.9191055,2.3717659,0.8214788,0.023703232,1.4878302,0.1680084,0.004936167,0.0446348,2.4088845,0.2096163,0.6269187,0.34847215,0.57458705,1.315325,4.0424905,0.41111046,0.009190958,1.6883336,0.035444964,0.55839616,0.9082589,0.45189178,2.4696088,-0.010258154,1.0778456,0.7674052,0.0021749216,0.008865307,0.85290575
1548,BRACS_1810_FEA_59,0.6672969,2.085993,2.8131535,1.5317581,0.24716133,0.04986062,3.4993205,0.018864105,1.9025078,0.218394,1.5912511,0.90670687,2.283414,0.083745435,0.0014857634,0.014191389,3.4191036,0.061384253,1.303063,2.5870512,0.3947414,0.81413776,0.049705155,1.5573212,2.4807484,0.3892921,0.334286,1.2948501,2.9720473,1.6104859,2.9171672,1.784602,0.09779161,2.1298833,1.3672225,2.885877,1.3104827,0.6480659,0.27684888,2.0314531,1.0059712,0.008199496,0.32730976,1.4550277,1.0166528,1.147973,1.4545423,2.6489077,1.463057,3.0519373,0.37510645,0.06344531,0.5074339,0.01594074,0.5256856,0.13292684,0.8866385,2.2024455,-0.009855072,0.23116797,1.4041221,0.03792887,0.015352256,1.3727199
1549,BRACS_1810_FEA_60,0.59511244,1.6618248,2.528079,2.6624565,1.2526165,0.37877807,3.8210974,0.1389592,2.0739505,0.07578839,1.3429309,0.36711738,2.2545104,0.117962904,0.04155186,0.06208403,3.0191133,0.0064375475,0.56868136,2.1947465,0.15469272,0.8829921,0.0005528457,0.61579627,2.3447404,0.39573967,1.0525218,0.66008514,0.94085836,0.62172174,2.189083,0.96339464,0.27954897,2.422025,0.6339627,3.094739,1.5269288,0.5580516,0.17804909,1.3427658,0.41154557,0.025329182,0.27299163,1.8781185,0.5354773,0.7744461,0.485472,0.94009,1.0811943,3.1052244,0.49062416,0.036495708,1.4161123,0.051634148,0.4459182,0.585587,0.3657708,2.259587,0.032740682,0.7933104,0.87454283,0.041771404,0.053917497,0.86476845
